nama,dept,sinta_id,scopus_h_index,gs_h_index,sinta_3yr_score,sinta_score,affil_3yr_score,affil_score
ERLINA WIYANARTI,Pendidikan Ilmu Pengetahuan Sosial (S3),5992644,1,5,17,125,0,0
AZIZAH FAUZIYAH,Kewirausahaan Kampus Tasikmalaya (S1),6084425,0,2,17,30,0,0
MIMIN NURJHANI K,Pendidikan Biologi (S1),6126071,0,1,17,121,0,0
RETNO AYU HARDIYANTI,Pendidikan IPS (S1),6780170,1,1,20,23,0,0
YULIARTI MUTIARSIH,Pendidikan Bahasa Perancis (S2),5992665,0,2,20,69,0,0
RD DIAN HERDIANA UTAMA,Pendidikan Bisnis (S1),5993184,0,5,20,117,0,0
RAMDHANI,Unknown,6754921,0,2,20,21,0,0
FIRMAN ROBIANSYAH,PGSD Kampus Serang (S1),6000078,1,2,20,36,0,0
YULIAWAN KASMAHIDAYAT,Pendidikan Seni Tari (S1),6663654,0,3,20,43,0,0
BTARI MARISKA PURWAAMIJAYA,Bisnis Digital (S1),6681170,0,1,20,24,0,0
OCIH SETIASIH,Pendidikan Anak Usia Dini (S2),6123149,0,5,19,140,0,0
IMAN FUSHSHILAT,Unknown,6148598,2,2,19,94,0,0
R NELLY NUR APANDI,Akuntansi (S1),6735793,1,0,19,104,0,0
YENI YUNIAWATI,Unknown,6146618,0,6,18,66,0,0
YUSUF ALI TANTOWI,Unknown,6682708,0,2,18,22,0,0
SURDINIATY UGELTA,Ilmu Keolahragaan (S1),5995254,0,5,18,69,0,0
SUCI APRILLIANI UTAMI,Ilmu Ekonomi dan Keuangan Islam (S1),6006385,0,3,18,37,0,0
NUGRAHA SUHARTO,Administrasi Pendidikan (S2),6121505,0,0,18,53,0,0
NURZAMAN,Pendidikan Bahasa Arab (S2),6121925,0,3,18,77,0,0
IIS AISYAH,Keperawatan Kampus Sumedang (S1),6156866,0,3,18,19,0,0
TEMMY WIDYASTUTI,Unknown,6655167,0,1,18,46,0,0
RIKA SARTIKA,Pendidikan Sosiologi (S1),5990052,0,1,18,31,0,0
DIDIN BUDIMAN,PGSD Pendidikan Jasmani (S1),5994760,0,8,18,131,0,0
RIZAL AHMAD FAUZI,PGSD Penjas Kampus Sumedang (S1),6131297,0,2,15,21,0,0
ENDAH FITRIYANI,Pendidikan Pariwisata (S1),6681704,0,2,15,17,0,0
DANTE DARMAWANGSA,Pendidikan Bahasa Perancis (S1),5972984,0,4,15,52,0,0
MOMOD ABDUL SOMAD,Pendidikan Umum dan Karakter (S3),5991838,0,4,15,42,0,0
AHIM SURACHIM,Manajemen (S3),5992863,1,7,15,174,0,0
TAUFIK ABDULLAH,Manajemen Pemasaran Pariwisata (S1),6127535,4,5,15,352,0,0
ILMA INDRIASRI PRATIWI,Pendidikan Pariwisata (S1),6682020,0,1,15,17,0,0
VINI AGUSTIANI HADIAN,Pendidikan Geografi (S1),6682379,0,1,15,17,0,0
WINWIN WIANA,Pendidikan Tata Busana (S1),5990891,3,6,15,285,0,0
ENDANG HERAWAN,Administrasi Pendidikan (S3),5995295,0,8,15,109,0,0
SRI MASLIHAH,Psikologi (S1),6655941,0,7,21,136,0,0
DEWI DOLIFAH,Keperawatan Kampus Sumedang (D3),6128765,1,0,20,21,0,0
I GUSTI KOMANG ARYAPRASTYA AGU,Pendidikan Guru Pendidikan Anak Usia Dini (S1),5995119,0,4,20,40,0,0
MULYANA ABDULLAH,Pendidikan Geografi (S2),6123317,0,4,20,63,0,0
NURI NOVIANTI AFIDAH,Ilmu Komunikasi (S1),6140963,0,2,20,41,0,0
GEBI DWIYANTI,Unknown,6683479,2,9,20,190,0,0
EMI EMILIA,Pendidikan Bahasa Inggris (S3),6728899,4,14,20,362,0,0
LES PINGON,Desain Produk Industri Kampus Tasikmalaya (S1),6737713,0,0,20,21,0,0
"IWAN GUNAWAN, S. PD, M. SN",Pendidikan Seni Musik (S1),6745742,0,0,20,41,0,0
GERALDI NOVIAN,Unknown,6760492,0,3,20,23,0,0
RD DELLA NURIDAH K S A,Pendidikan Bahasa Inggris (S1),6681781,2,3,18,63,0,0
HIKMAT,Pendidikan Fisika (S1),6006599,1,2,18,60,0,0
AHMAD HUDAIBY GALIH KUSUMAH,Pariwisata (S2),5989818,0,5,18,151,0,0
SYAHIDIN,Pendidikan Agama Islam (S2),5993519,0,5,18,123,0,0
JANAH SOJANAH,Pendidikan Ekonomi (S2),5994617,0,4,18,52,0,0
RENI NURYANI,Profesi Ners Kampus Sumedang (Profesi),6130790,0,3,18,19,0,0
DADAN MULYANA,Pendidikan Kepelatihan Olahraga (S1),6681778,0,8,18,139,0,0
KARSO,Pendidikan Dasar (S2),5995268,1,2,17,44,0,0
DIAN YULIANA,Bahasa dan Sastra Inggris (S1),5986682,1,4,17,88,0,0
ERNA SUWANGSIH,PGSD Kampus Purwakarta (S1),5993210,0,8,17,163,0,0
DIAN BAYU FIRMANSYAH,Unknown,5978442,0,3,14,48,0,0
ARVIAN TRIANTORO,Pendidikan Akuntansi (S1),5993216,0,4,14,106,0,0
LELI YULIFAR,Pendidikan Sejarah (S2),5993694,0,3,14,49,0,0
ARDIYANTO,Unknown,6747025,0,0,14,23,0,0
ALIT SARINO,Pendidikan Manajemen Perkantoran (S1),5994065,0,5,14,44,0,0
KANDA RUSKANDI,PGSD Kampus Purwakarta (S1),5995794,0,3,14,25,0,0
HUSTY SERVIANA HUSAIN,Pendidikan Matematika (S1),6121538,1,4,14,58,0,0
RIKA MARDIANI,Pendidikan Akuntansi (S1),6750042,0,3,14,22,0,0
SUSI GUSTINA,Pendidikan Seni Musik (S1),257517,0,2,14,33,0,0
LISNAWATI,Pendidikan Bisnis (S1),5986471,2,6,14,165,0,0
SRI MARHANAH,Manajemen Resort dan Leisure (S1),5993537,0,5,12,52,0,0
CIK SUABUANA,Pendidikan Umum dan Karakter (S2),6126941,0,3,12,24,0,0
NANA GANDA,PGSD Kampus Tasikmalaya (S1),6141449,0,5,12,63,0,0
MEMEN KUSTIAWAN,Magister Ilmu Akuntansi (S2),259600,0,4,12,75,0,0
TONO RACHMAD PUDJO HARTONO,Pendidikan Seni Musik (S1),5980702,0,0,12,18,0,0
RENARIAH,Pendidikan Bahasa Korea (S1),5992168,0,2,12,34,0,0
SAMBAS ALI MUHIDIN,Pendidikan Manajemen Perkantoran (S1),5994124,0,16,12,279,0,0
RIESKY,Bahasa dan Sastra Inggris (S1),5994354,0,1,12,41,0,0
ETTY ROHAYATI,PGSD Kampus Cibiru (S1),5994710,0,2,12,96,0,0
SRIYONO,Pendidikan Teknik Otomotif (S1),5995088,0,1,12,76,0,0
DEDE ROHMAT NURJAYA,Pendidikan Kepelatihan Olahraga (S1),6011830,0,4,17,52,0,0
AYI BUDI SANTOSA,Pendidikan Sejarah (S1),5992658,0,4,16,72,0,0
NANI IMANIYATI,Manajemen Perkantoran (S2),5994561,0,6,16,106,0,0
AYO SUNARYO,Pendidikan Seni (S2),5994222,0,3,16,24,0,0
RITA MARIYANA,Pendidikan Guru Pendidikan Anak Usia Dini (S1),6129983,0,7,16,218,0,0
VIENA RUSMIATI HASANAH,Pendidikan Masyarakat (S2),257089,0,4,16,149,0,0
EDI SURESMAN,Pendidikan Umum dan Karakter (S2),5993676,0,5,16,67,0,0
YAYAN SUNARYA,Kimia (S1),5975363,0,11,15,247,0,0
DR. WAHID MUNAWAR,Pendidikan Teknik Otomotif (S1),5978660,0,4,15,168,0,0
ARIESSA RACMADHANY,Pendidikan Bahasa Perancis (S1),6127790,0,1,15,38,0,0
HANA SILVANA,Perpustakaan dan Sains Informasi (S1),5994816,0,6,14,146,0,0
TETEN HIDAYAT,Unknown,6730939,0,2,14,50,0,0
SANDI BUDI IRIAWAN,Unknown,6753110,0,4,14,46,0,0
REIZA MIFTAH WIRAKUSUMA,Manajemen Resort dan Leisure (S1),5989830,1,5,13,108,0,0
MOMOH HALIMAH,PGSD Kampus Tasikmalaya (S1),5995355,0,5,13,67,0,0
ASRI WIBAWA SAKTI,Unknown,6745928,0,2,13,35,0,0
FRIDA AKMALIA,Unknown,6761466,0,1,13,14,0,0
ESYA ANESTY MASHUDI,PGPAUD Kampus Serang (S1),5993230,0,3,13,40,0,0
NENI SRI WULANDARI,Ilmu Ekonomi dan Keuangan Islam (S1),5994678,0,2,13,34,0,0
AHMAD HAMIDI,Ilmu Keolahragaan (S1),5995207,0,3,13,47,0,0
TJUTJU SOENDARI,Pendidikan Khusus (S3),6127679,0,6,15,161,0,0
YAYU WULANDARI,Unknown,6726448,0,0,15,32,0,0
RAMA NIDA SIREGAR,Unknown,6745407,0,3,15,19,0,0
ERIK MUHAMMAD PAUHRIZI,Film dan Televisi (S1),6750889,0,1,15,17,0,0
NETI BUDIWATI,Pendidikan Ekonomi (S1),5993201,0,5,14,112,0,0
AGUS SUPRIYATNA,Unknown,6006300,0,2,14,43,0,0
ANA FARICHA,Unknown,6124265,1,0,14,46,0,0
ADANG SUDRAZAT,Pendidikan Jasmani (S2),6714452,0,3,14,15,0,0
SAEFUDIN,Pendidikan Biologi (S1),6721267,0,3,14,59,0,0
HAIKAL MUHAMMAD IHSAN,Sains Informasi Geografi (S1),6745327,0,1,14,17,0,0
NINA SUTRESNA,Pendidikan Olahraga (S2),6006453,0,6,12,157,0,0
ADE YULIANTO,Unknown,6735029,0,0,12,25,0,0
UNANG PURWANA,Pendidikan Fisika (S1),6752175,0,4,12,36,0,0
NURYANTO,Pendidikan Teknik Arsitektur (S1),5993128,1,2,11,109,0,0
ADI PREHANTO,Bisnis Digital (S1),6745739,0,2,11,12,0,0
ASHANTI WIDYANA,Unknown,6745826,0,1,11,13,0,0
YANA SETIAWAN,Manajemen (S3),5996344,0,3,11,41,0,0
HAFIYYAN PUTRA PRATAMA,Unknown,6681148,0,1,11,11,0,0
SENDI FAUZI GIWANGSA,Pendidikan Guru Sekolah Dasar (S1),6723381,0,3,11,28,0,0
DEDE ISWANDI,Pendidikan Pancasila Dan Kewarganegaraan (S1),5995220,0,3,11,35,0,0
TATI SETIAWATI,Pendidikan Tata Boga (S1),5999497,0,6,10,114,0,0
SUCIPTO,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",6065276,0,3,10,30,0,0
ARIYANO,Pendidikan Teknik Mesin (S1),6124946,1,3,10,86,0,0
AGUS SUDONO,Manajemen Industri Katering (S1),6134240,1,4,10,168,0,0
SRI WULAN LINDASARI,Unknown,6136922,0,3,10,16,0,0
WILDAN ALFIA NUGROHO,PGSD Pendidikan Jasmani (S1),6745719,0,3,10,19,0,0
ANDIKA DUTHA BACHARI,Linguistik (S2),5987130,0,4,10,71,0,0
AHMAD FUADIN,Pendidikan Geografi (S1),5992944,0,2,10,31,0,0
AAN LISTIANA,Pendidikan Anak Usia Dini (S2),6001641,0,3,10,101,0,0
AI SUTINI,Pendidikan Guru Sekolah Dasar Kampus Cibiru (S2),6004075,0,6,10,97,0,0
SUDARSONO M I,Pendidikan Bahasa Inggris (S1),6126974,0,2,12,37,0,0
AGUS FIRMANSAH,Pendidikan Seni Musik (S1),6127340,0,1,12,36,0,0
ROBANDI RONI MOH ARIFIN,PGPAUD Kampus Cibiru (S1),6130541,0,1,12,51,0,0
JOSEP LABRE HESTYONO,Pendidikan Seni Musik (S1),6131411,0,0,12,19,0,0
CUCU RUHIDAWATI,Pendidikan Tata Busana (S1),6147692,0,0,12,12,0,0
"SALSA SOLLI NAFSIKA, M.PD.",Film dan Televisi (S1),6778100,0,3,12,20,0,0
AI NURHAYATI,Pendidikan Tata Boga (S1),5994450,0,5,12,117,0,0
ISTIKHOROH NURZAMAN,PGSD Kampus Tasikmalaya (S1),6654231,0,3,12,33,0,0
ALI SUDIN,PGSD Kampus Sumedang (S1),5993501,0,0,12,199,0,0
ELAN SUMARNA,Pendidikan Agama Islam (S2),5993586,0,6,12,82,0,0
HAYANI WULANDARI,PGPAUD Kampus Purwakarta (S1),5994217,0,5,10,46,0,0
RUSWANDI HERMAWAN,Pendidikan Guru Sekolah Dasar (S1),6002408,0,5,10,98,0,0
SRI HANDAYANI,Pendidikan Teknologi dan Kejuruan (S3),6006334,0,5,10,134,0,0
IMAS DAMAYANTI,Ilmu Keolahragaan (S1),6137276,0,5,10,51,0,0
INDAH FITRIANI,Akuntansi (S1),6682524,0,3,10,74,0,0
HELLI IHSAN,Unknown,6698433,0,3,10,48,0,0
"GEMA RULLYANA, M.I.KOM",Perpustakaan dan Sains Informasi (S1),5994404,0,3,9,48,0,0
IRMA PERMATAWATI,Pendidikan Bahasa Jerman (S1),5994921,0,2,9,47,0,0
MUHAMMAD ARIEZ MUSTHOFA,Psikologi (S1),5997910,0,3,9,33,0,0
NALA NANDANA UNDIANA,Film dan Televisi (S1),6707140,0,2,9,14,0,0
RIAN ANDRIAN,Unknown,6681694,0,4,11,43,0,0
SUHENDRO,Unknown,6740221,0,2,11,14,0,0
RAHMAT AGUNG AZMI PUTRA,Unknown,6756739,0,1,11,19,0,0
ABIH GUMELAR,Pendidikan Pariwisata (S1),6715297,1,1,11,14,0,0
HERI PUSPITO DIYAH SETIYORINI,Manajemen Pemasaran Pariwisata (S1),5978343,0,6,11,96,0,0
DEDI SUPIYADI,Unknown,6076725,0,0,11,115,0,0
FITRANTY ADIRESTUTY,Ilmu Ekonomi dan Keuangan Islam (S1),6682473,0,3,11,18,0,0
DETI NUDIATI,Pendidikan Masyarakat (S1),6711363,0,2,11,13,0,0
RUSWENDI PERMANA,Pendidikan Bahasa dan Budaya Sunda (S2),5987789,0,3,10,78,0,0
DUDUNG RAHMAT HIDAYAT,Unknown,5995427,0,8,10,1.049,0,0
SRI WAHYUNI TANSHZIL,Pendidikan Pancasila Dan Kewarganegaraan (S1),5995176,0,1,12,44,0,0
NONO SUPRIATNA,Akuntansi (S1),5995836,0,3,12,74,0,0
R DETI ROSTIKA,PGSD Kampus Cibiru (S1),6006176,0,6,12,92,0,0
DWI IMAN MUTHAQIN,Pendidikan Pancasila Dan Kewarganegaraan (S1),6077679,1,3,12,69,0,0
FERRY DWI CAHYADI,Pendidikan Kelautan dan Perikanan Kampus Serang (S1),6088631,0,3,12,33,0,0
MELIA DEWI JUDIASRI,Pendidikan Bahasa Jepang (S1),6104059,0,0,12,19,0,0
NENENG SUTJIATI,Pendidikan Bahasa Jepang (S1),6121745,0,0,12,18,0,0
RITA SHINTAWATI,Biologi (S1),6124163,0,1,12,64,0,0
SUKANTA,Pendidikan Seni (S2),6125495,0,0,12,54,0,0
TONI SETIAWAN SUTANTO,Pendidikan Seni Musik (S1),6126662,0,1,12,22,0,0
AMIR,Pendidikan Bahasa Jerman (S1),6003744,0,2,13,165,0,0
RATNA FITRIA,Manajemen Industri Katering (S1),6145184,0,2,13,21,0,0
TEDI PERMADI,Pendidikan Bahasa Indonesia (S2),5981800,0,5,13,67,0,0
HENDRI WINATA,Pendidikan Manajemen Perkantoran (S1),5994640,0,7,13,124,0,0
JONI RAHMAT PRAMUDIA,Unknown,5994915,0,6,13,135,0,0
SITI NURLATIFAH,Unknown,6723958,0,2,13,21,0,0
KHAERUDIN KURNIAWAN,Pendidikan Bahasa Indonesia (S2),5993472,0,7,13,155,0,0
YAYAT,Pendidikan Teknik Mesin (S1),5994024,0,3,13,83,0,0
KURJONO,Pendidikan Ekonomi (S2),5994659,0,3,13,71,0,0
SISCKA ELVYANTI,Pendidikan Teknik Elektro (S1),6722063,0,6,13,144,0,0
TIN RUSTINI,Unknown,6006348,0,5,10,96,0,0
WARDAYA,Teknik Mesin (D3),6038177,0,2,10,55,0,0
NANANG GANDA PRAWIRATI61,Desain Komunikasi Visual (S1),6103030,0,5,10,172,0,0
ENTAN SAPTANI,PGSD Penjas Kampus Sumedang (S1),6682914,0,5,10,76,0,0
YATUN ROMDONAH AWALIAH,Pendidikan Bahasa Sunda (S1),5994714,0,2,10,15,0,0
R IRAWAN SURASETJA,Arsitektur (S1),5995585,1,2,10,95,0,0
"DR. ENDANG RUSYANI, M.PD",Pendidikan Khusus (S1),6124916,0,5,10,62,0,0
SLAMET ROHAEDI,Keperawatan (D3),6138953,0,0,10,48,0,0
GANJAR EKA SUBAKTI,Ilmu Pendidikan Agama Islam (S1),6682627,0,2,10,17,0,0
HAFIZ AJI AZIZ,Kimia (S1),6748855,0,4,10,24,0,0
RESTIE ANANDA MIRANTIE,Unknown,6693779,0,30,8,342,0,0
ICHWAN NUL ICHSAN,Sistem Telekomunikasi (S1),6721201,0,2,8,8,0,0
ASEP SUDARSYAH,Pedagogik (S2),5985740,0,5,8,100,0,0
TATANG SYARIPUDIN,Pendidikan Guru Sekolah Dasar (S1),5996282,0,10,8,150,0,0
HARRY SULASTIANTO,Pendidikan Seni Rupa (S1),6010494,0,4,8,175,0,0
TATANG TARYANA,Pendidikan Seni Tari (S1),6123281,0,1,8,24,0,0
FAJAR NUGRAHA ASYAHIDDA,Unknown,6682474,1,3,8,243,0,0
ENDANG DANIAL AR,Pendidikan Kewarganegaraan (S3),5991806,0,5,8,159,0,0
MIRNA NUR ALIA ABDULLAH,Pendidikan Sosiologi (S1),5993465,0,4,8,270,0,0
NETTI SISKA NURHAYATI,Manajemen (S1),5994146,0,0,8,31,0,0
RAKHMAT YUSUF,Teknik Sipil (S1),6003508,0,1,8,40,0,0
RD SAFRINA,Linguistik (S3),6126929,0,2,8,42,0,0
NIA LESTARI,Pendidikan Tata Boga (S1),6706109,0,1,8,9,0,0
HIZBA MUHAMMAD SADIDA,Unknown,6745857,0,2,8,10,0,0
HENI KOMALASARI,Unknown,5995194,0,2,7,32,0,0
IDA WIDIA,Pendidikan Bahasa Dan Sastra Indonesia (S1),5995619,0,2,7,26,0,0
MIRNA PURNAMA NINGSIH,Pendidikan Kesejahteraan Keluarga (S1),6037667,0,3,7,26,0,0
ENDAH SETYOWATI,Sistem Telekomunikasi (S1),6681149,0,2,7,9,0,0
SITTI CHOTIDJAH,Psikologi (S1),6722210,0,3,7,59,0,0
ANGGIT MERLIANA,PGSD Kampus Tasikmalaya (S1),6745972,0,2,7,10,0,0
RIFQI ABDUL BASIT,Unknown,6747044,0,2,7,7,0,0
S. NAILUL MUNA ALJAMALIAH,PGSD Kampus Cibiru (S1),6754120,0,2,7,9,0,0
HERWAN DERMAWAN,Unknown,6003810,0,2,6,42,0,0
ANIN RUKMANA,PGSD Penjas Kampus Sumedang (S1),6042017,0,3,6,48,0,0
"R. DIAN HENDRAYANA, S.S., M.PD.",Unknown,6129542,0,3,6,35,0,0
YUDHISTIRA KUSUMA,Pendidikan Teknik Arsitektur (S1),6745845,1,2,6,55,0,0
SUWIRTA,Pendidikan Sejarah (S1),5977199,0,11,6,252,0,0
D NUNU HERYANTO,Pendidikan Masyarakat (S1),5994739,0,2,6,23,0,0
AFI FADLILAH,Pendidikan Bahasa Perancis (S2),5995742,0,1,6,24,0,0
DODY MOHAMAD KHOLID,Pendidikan Seni Musik (S1),5999781,0,0,6,31,0,0
CUCU SUTIANAH,Desain Produk Industri Kampus Tasikmalaya (S1),6794490,0,2,9,15,0,0
MUPID,Pendidikan Umum dan Karakter (S3),5993544,0,1,9,14,0,0
RIDA ROSIDA,Ilmu Ekonomi dan Keuangan Islam (S1),5994703,0,2,9,26,0,0
BAMBANG ERAWAN,Pendidikan Kepelatihan Olahraga (S1),6140909,0,2,9,16,0,0
GALURA MUHAMMAD SURANEGARA,Sistem Telekomunikasi (S1),6703764,2,4,9,129,0,0
AYANG ARMELITA ROSALIA,Sistem Informasi Kelautan (S1),6721849,0,2,9,12,0,0
EEN RATNENGSIH,Pendidikan Khusus (S1),5996180,0,3,8,32,0,0
AHMAD FAUZI,Sistem Telekomunikasi (S1),6122861,0,3,8,12,0,0
YUYUS SUHERMAN,Unknown,6000590,0,4,8,48,0,0
ANASTASIA WULANDARI,Psikologi (S1),6655698,0,2,8,11,0,0
FAHRUDIN,Pendidikan Agama Islam (S2),5993594,2,5,7,118,0,0
SANDI BUDHI IRIAWAN,Pendidikan Guru Sekolah Dasar (S1),5995502,0,0,7,32,0,0
ZAINAL ARIFIN,Pengembangan Kurikulum (S2),6001480,0,0,7,680,0,0
MONA FIAMETTA FEBRIANTY,Kepelatihan Fisik Olahraga (S1),6681783,0,2,7,11,0,0
RR DENI WIDJAYATRI,PGPAUD Kampus Serang (S1),6694553,0,1,7,9,0,0
LUTHFI ANZANI,Unknown,6721957,0,2,7,9,0,0
RINALDI SUPRIADI,Pendidikan Bahasa Arab (S1),6745756,0,1,7,9,0,0
PUSPITA WULANDARI,Pendidikan Sosiologi (S1),6778395,0,2,7,17,0,0
MURDIYAH WINARTI,Pendidikan Sejarah (S2),5992631,0,3,7,45,0,0
DWI HERYANTO,Pendidikan Guru Sekolah Dasar (S1),5994735,0,3,7,69,0,0
ISTI KUMALASARI,Unknown,6745723,0,2,6,20,0,0
ITA RUSTIATI RIDWAN,PGSD Kampus Serang (S1),6043743,0,4,6,107,0,0
ALIS TRIENA PERMANASARI,Unknown,6095354,0,4,6,23,0,0
AJO SUTARJO,PGSD Kampus Serang (S1),6140840,0,4,6,32,0,0
DEWI PANCAWATI NOVALITA,Manajemen Pemasaran Pariwisata (S1),6147140,0,2,6,31,0,0
ROZMITA DEWI YUNIARTI ROZALI,Akuntansi (S1),6147161,0,4,6,112,0,0
FEBRIANA PRATIWI,Unknown,6172529,0,1,6,11,0,0
AAN KHOSIHAN,Pendidikan Pariwisata (S1),6750818,0,1,6,8,0,0
AAN SUKANDAR,Teknik Mesin (D3),5983988,0,2,6,20,0,0
WELSI DAMAYANTI,Ilmu Komunikasi (S1),5992858,0,2,6,26,0,0
DENNY ANDRIANA,Akuntansi (S1),5996554,0,6,5,97,0,0
RIANA IRAWATI,PGSD Kampus Sumedang (S1),5996826,0,3,5,60,0,0
MIMIN WIDANINGSIH,Unknown,6140348,0,4,5,55,0,0
SUFYAR MUDJIANTO,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",6198983,0,2,5,45,0,0
FITRI ROSDIANA,Unknown,6681777,0,1,5,8,0,0
UNUN UMARAN,Ilmu Keolahragaan (S1),6681884,0,2,5,35,0,0
GEMALA NURENDAH,Psikologi (S1),6691542,0,1,5,13,0,0
ABDUL AZIS,Pendidikan Sosiologi (S1),6712382,0,2,5,10,0,0
RUMAISAH AZIZAH AL ADAWIYAH,Unknown,6722046,0,1,5,6,0,0
HURRY MEGA INSANI,Unknown,6745740,0,2,5,9,0,0
ACEP RUSWAN,PGSD Kampus Purwakarta (S1),6726993,0,2,9,24,0,0
PEPEN PERMANA ,Pendidikan Bahasa Jerman (S1),5977678,0,4,9,75,0,0
ELLY LASMANAWATI W,Pendidikan Tata Boga (S1),5994675,0,4,9,65,0,0
RISTY JUSTICIA,PGPAUD Kampus Purwakarta (S1),6681885,0,4,9,53,0,0
WILLDAN APRIZAL ARIFIN,Sistem Informasi Kelautan (S1),6745746,0,1,9,12,0,0
ASRI RIA AFFRIANI,Survey Pemetaan dan Informasi Geografis (D3),6124844,0,2,9,15,0,0
LINDA AMALIA,Keperawatan (D3),6680418,0,2,9,19,0,0
SYAHNUR RAHMAN,Psikologi (S1),6684075,1,2,9,55,0,0
LILIS KOMARIYAH,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",6745825,0,4,9,40,0,0
ARMANDHA REDO PRATAMA,Pendidikan Pariwisata (S1),6748167,0,1,9,9,0,0
YULIANTI FITRIANI,PGPAUD Kampus Serang (S1),6130037,0,3,7,28,0,0
YUDHA MUNAJAT SAPUTRA,Pendidikan Olahraga (S3),6146885,0,0,7,165,0,0
"NADIA TIARA ANTIK SARI, S. PD., M. PD.",Unknown,6689078,0,1,7,19,0,0
HIKMAH MAULANI,Unknown,6736715,0,1,7,8,0,0
RATU DINTHA INSYANI ZUKHRUF FIRDAUSI SULAKSANA,Pendidikan Bisnis (S1),6752924,0,2,7,11,0,0
ENDAH SILAWATI,PGPAUD Kampus Cibiru (S1),6004067,0,4,7,49,0,0
IYEN NURLAELAWATI,Pendidikan Bahasa Inggris (S1),6005610,1,3,7,67,0,0
MELA DARMAYANTI,Pendidikan Guru Sekolah Dasar (S1),6120443,0,2,7,16,0,0
BAMBANG ABDULJABAR,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",6690150,1,8,7,130,0,0
TIA YULIAWATI,Manajemen (S1),6722016,0,3,7,24,0,0
ISTIQOMAH,Teknik Sipil (S1),6000414,0,0,6,16,0,0
NUR FAIZAH ROMADONA,Pendidikan Guru Pendidikan Anak Usia Dini (S1),6001523,0,0,6,32,0,0
MASOR,Pendidikan Bahasa Arab (S1),6123341,0,0,6,25,0,0
DEDENG ROSIDIN,Pendidikan Bahasa Arab (S2),6123374,0,2,6,38,0,0
ADE ROHAYATI,Pendidikan Matematika (S1),6186158,0,4,6,59,0,0
GIA NIKAWANTI,PGPAUD Kampus Purwakarta (S1),6653966,0,2,6,13,0,0
NUNUNG NURSYAMSIAH,Pendidikan Bahasa Arab (S2),6681975,1,1,6,93,0,0
FAJAR GUMELAR MAULANA,Unknown,6714895,0,4,6,22,0,0
INU HARDI KUSUMAH,Pendidikan Teknologi dan Kejuruan (S2),6721720,0,5,6,65,0,0
RIJAL KHAERANI,Manajemen Pemasaran Pariwisata (S1),6722119,0,1,6,17,0,0
DHEKA DWI AGUSTININGSIH,Bahasa dan Sastra Indonesia (S1),6770931,0,1,5,20,0,0
WINA SANJAYA,Pengembangan Kurikulum (S2),5987718,0,16,5,166,0,0
TOTO RUHIMAT,Pengembangan Kurikulum (S3),5995979,0,0,5,11,0,0
AYUNINGTYAS INDRAWATI,Pendidikan Kelautan dan Perikanan Kampus Serang (S1),6088684,0,5,5,20,0,0
HENDRO MURTIANTO,Pendidikan Geografi (S1),6115607,0,3,5,36,0,0
HENY ROHAYANI,Pendidikan Seni Tari (S1),6694989,0,2,5,33,0,0
RAMADITA FETRIANGGI,Desain Komunikasi Visual (S1),6722253,0,2,5,9,0,0
ACEP SUPRIADI,Pendidikan Ilmu Pengetahuan Sosial (S3),6722770,0,4,5,83,0,0
UEP TATANG SONTANI,Pendidikan Manajemen Perkantoran (S1),5994535,0,7,4,99,0,0
DADANG SUDRAJAT,Bimbingan Dan Konseling (S1),5995404,0,3,4,39,0,0
ANUGRAH ADIWILAGA,Teknik Komputer (S1),6745914,0,2,6,32,0,0
RAHMAWATI,Unknown,6754632,0,0,6,7,0,0
YAN NURCAHYA,Unknown,6756450,0,2,6,9,0,0
MAHMUD FASYA,Bahasa dan Sastra Indonesia (S1),5978112,0,3,5,43,0,0
BAGJA WALUYA,Pendidikan Geografi (S1),5979043,0,7,5,192,0,0
KUKUH WIDIYANTO,Unknown,6126950,0,1,5,9,0,0
SRI RAHAYU,Pendidikan Teknik Bangunan (S1),6745927,0,1,5,6,0,0
AGUS WIDARSONO,Magister Ilmu Akuntansi (S2),5993330,0,5,5,124,0,0
DADANG SUKIRMAN,Pengembangan Kurikulum (S3),5995173,0,6,5,163,0,0
ASRA,Teknologi Pendidikan (S1),5995737,0,3,5,68,0,0
NONO HARSONO SUNARIA,PGSD Kampus Cibiru (S1),6006178,0,2,4,27,0,0
YOSEP HERNAWAN,Pendidikan Manajemen Perkantoran (S1),6664961,0,1,4,8,0,0
"YOGA PERDANA, S.E,, M.S.M",Unknown,6681836,0,2,4,13,0,0
RAHMAT SETIADI,Pendidikan Kimia (S1),6683286,0,3,4,42,0,0
JENNYTA CATURIASARI,Unknown,6706344,0,1,4,6,0,0
FULLY RAKHMAYANTI,Unknown,6745729,0,1,4,4,0,0
LA ODE ALAM MINSARIS,Sistem Informasi Kelautan (S1),6760517,0,2,4,5,0,0
SUMIYATI,Pendidikan Bisnis (S1),5984822,1,7,4,113,0,0
DEWI KARYATI,Pendidikan Seni Tari (S1),5995041,0,2,4,31,0,0
